id,label,vertex.id,team,onset,onset.censored,terminus,terminus.censored,duration
Nicolas Brussino,Nicolas Brussino,394,ATL,,FALSE,,FALSE,
Noble Jorgensen,Noble Jorgensen,395,ATL,,FALSE,,FALSE,
Norm Stewart,Norm Stewart,396,ATL,,FALSE,,FALSE,
Obinna Ekezie,Obinna Ekezie,397,ATL,,FALSE,,FALSE,
Odie Spears,Odie Spears,398,ATL,,FALSE,,FALSE,
Ollie Johnson,Ollie Johnson,399,ATL,,FALSE,,FALSE,
Omari Spellman,Omari Spellman,400,ATL,,FALSE,,FALSE,
Othello Hunter,Othello Hunter,401,ATL,,FALSE,,FALSE,
Pace Mannion,Pace Mannion,402,ATL,,FALSE,,FALSE,
Pape Sy,Pape Sy,403,ATL,,FALSE,,FALSE,
Paul Graham,Paul Graham,404,ATL,,FALSE,,FALSE,
Paul Millsap,Paul Millsap,405,ATL,,FALSE,,FALSE,
Paul Shirley,Paul Shirley,406,ATL,,FALSE,,FALSE,
Paul Silas,Paul Silas,407,ATL,,FALSE,,FALSE,
Pep Saul,Pep Saul,408,ATL,,FALSE,,FALSE,
Pepe Sanchez,Pepe Sanchez,409,ATL,,FALSE,,FALSE,
Pero Antic,Pero Antic,410,ATL,,FALSE,,FALSE,
Pete Darcey,Pete Darcey,411,ATL,,FALSE,,FALSE,
Pete Maravich,Pete Maravich,412,ATL,,FALSE,,FALSE,
Phil Jordon,Phil Jordon,413,ATL,,FALSE,,FALSE,
Phil Martin,Phil Martin,414,ATL,,FALSE,,FALSE,
Phil Rollins,Phil Rollins,415,ATL,,FALSE,,FALSE,
Predrag Drobnjak,Predrag Drobnjak,416,ATL,,FALSE,,FALSE,
Priest Lauderdale,Priest Lauderdale,417,ATL,,FALSE,,FALSE,
Randolph Morris,Randolph Morris,418,ATL,,FALSE,,FALSE,
Randy Breuer,Randy Breuer,419,ATL,,FALSE,,FALSE,
Randy Denton,Randy Denton,420,ATL,,FALSE,,FALSE,
Randy Livingston,Randy Livingston,421,ATL,,FALSE,,FALSE,
Randy Smith,Randy Smith,422,ATL,,FALSE,,FALSE,
Randy Wittman,Randy Wittman,423,ATL,,FALSE,,FALSE,
Rasheed Wallace,Rasheed Wallace,424,ATL,,FALSE,,FALSE,
Ray Corley,Ray Corley,425,ATL,,FALSE,,FALSE,
Ray Tolbert,Ray Tolbert,426,ATL,,FALSE,,FALSE,
Ray Williams,Ray Williams,427,ATL,,FALSE,,FALSE,
Red Holzman,Red Holzman,428,ATL,,FALSE,,FALSE,
Red Morrison,Red Morrison,429,ATL,,FALSE,,FALSE,
Red Owens,Red Owens,430,ATL,,FALSE,,FALSE,
Reggie Jordan,Reggie Jordan,431,ATL,,FALSE,,FALSE,
Reggie Slater,Reggie Slater,432,ATL,,FALSE,,FALSE,
Reggie Theus,Reggie Theus,433,ATL,,FALSE,,FALSE,
Rich Eichhorst,Rich Eichhorst,434,ATL,,FALSE,,FALSE,
Richie Guerin,Richie Guerin,435,ATL,,FALSE,,FALSE,
Rick Wilson,Rick Wilson,436,ATL,,FALSE,,FALSE,
Rickey Brown,Rickey Brown,437,ATL,,FALSE,,FALSE,
Ricky Grace,Ricky Grace,438,ATL,,FALSE,,FALSE,
Rod Thorn,Rod Thorn,439,ATL,,FALSE,,FALSE,
Rodney Monroe,Rodney Monroe,440,ATL,,FALSE,,FALSE,
Ron Behagen,Ron Behagen,441,ATL,,FALSE,,FALSE,
Ron Davis,Ron Davis,442,ATL,,FALSE,,FALSE,
Ron Grandison,Ron Grandison,443,ATL,,FALSE,,FALSE,
Ron Horn,Ron Horn,444,ATL,,FALSE,,FALSE,
Ron Lee,Ron Lee,445,ATL,,FALSE,,FALSE,
Ronald Murray,Ronald Murray,446,ATL,,FALSE,,FALSE,
Ronnie MacGilvray,Ronnie MacGilvray,447,ATL,,FALSE,,FALSE,
Rory Sparrow,Rory Sparrow,448,ATL,,FALSE,,FALSE,
Roshown McLeod,Roshown McLeod,449,ATL,,FALSE,,FALSE,
Roy Marble,Roy Marble,450,ATL,,FALSE,,FALSE,
Royal Ivey,Royal Ivey,451,ATL,,FALSE,,FALSE,
Rudy Macklin,Rudy Macklin,452,ATL,,FALSE,,FALSE,
Rumeal Robinson,Rumeal Robinson,453,ATL,,FALSE,,FALSE,
Ryan Kelly,Ryan Kelly,454,ATL,,FALSE,,FALSE,
Salim Stoudamire,Salim Stoudamire,455,ATL,,FALSE,,FALSE,
Sam Pellom,Sam Pellom,456,ATL,,FALSE,,FALSE,
Scott Hastings,Scott Hastings,457,ATL,,FALSE,,FALSE,
Sean Colson,Sean Colson,458,ATL,,FALSE,,FALSE,
Sean Rooks,Sean Rooks,459,ATL,,FALSE,,FALSE,
Sedric Toney,Sedric Toney,460,ATL,,FALSE,,FALSE,
Sergei Bazarevich,Sergei Bazarevich,461,ATL,,FALSE,,FALSE,
Shaler Halimon,Shaler Halimon,462,ATL,,FALSE,,FALSE,
Shammond Williams,Shammond Williams,463,ATL,,FALSE,,FALSE,
Shareef Abdur-Rahim,Shareef Abdur-Rahim,464,ATL,,FALSE,,FALSE,
Shelden Williams,Shelden Williams,465,ATL,,FALSE,,FALSE,
Shellie McMillon,Shellie McMillon,466,ATL,,FALSE,,FALSE,
Shelvin Mack,Shelvin Mack,467,ATL,,FALSE,,FALSE,
Si Green,Si Green,468,ATL,,FALSE,,FALSE,
Sidney Lowe,Sidney Lowe,469,ATL,,FALSE,,FALSE,
Sidney Moncrief,Sidney Moncrief,470,ATL,,FALSE,,FALSE,
Skip Harlicka,Skip Harlicka,471,ATL,,FALSE,,FALSE,
Slater Martin,Slater Martin,472,ATL,,FALSE,,FALSE,
Sly Williams,Sly Williams,473,ATL,,FALSE,,FALSE,
Solomon Jones,Solomon Jones,474,ATL,,FALSE,,FALSE,
Speedy Claxton,Speedy Claxton,475,ATL,,FALSE,,FALSE,
Spud Webb,Spud Webb,476,ATL,,FALSE,,FALSE,
Stacey Arceneaux,Stacey Arceneaux,477,ATL,,FALSE,,FALSE,
Stacey Augmon,Stacey Augmon,478,ATL,,FALSE,,FALSE,
Stan Miasek,Stan Miasek,479,ATL,,FALSE,,FALSE,
Stanislav Medvedenko,Stanislav Medvedenko,480,ATL,,FALSE,,FALSE,
Stephen Jackson,Stephen Jackson,481,ATL,,FALSE,,FALSE,
Steve Bracey,Steve Bracey,482,ATL,,FALSE,,FALSE,
Steve Hawes,Steve Hawes,483,ATL,,FALSE,,FALSE,
Steve Henson,Steve Henson,484,ATL,,FALSE,,FALSE,
Steve Smith,Steve Smith,485,ATL,,FALSE,,FALSE,
Stewart Granger,Stewart Granger,486,ATL,,FALSE,,FALSE,
Taurean Waller-Prince,Taurean Waller-Prince,487,ATL,,FALSE,,FALSE,
Terry Furlow,Terry Furlow,488,ATL,,FALSE,,FALSE,
Thabo Sefolosha,Thabo Sefolosha,489,ATL,,FALSE,,FALSE,
Theo Ratliff,Theo Ratliff,490,ATL,,FALSE,,FALSE,
Thomas Gardner,Thomas Gardner,491,ATL,,FALSE,,FALSE,
Tiago Splitter,Tiago Splitter,492,ATL,,FALSE,,FALSE,
Tim Hardaway Jr.,Tim Hardaway Jr.,493,ATL,,FALSE,,FALSE,
Tim Kempton,Tim Kempton,494,ATL,,FALSE,,FALSE,
Tim McCormick,Tim McCormick,495,ATL,,FALSE,,FALSE,
Todd Mundt,Todd Mundt,496,ATL,,FALSE,,FALSE,
Tom Barker,Tom Barker,497,ATL,,FALSE,,FALSE,
Tom Burleson,Tom Burleson,498,ATL,,FALSE,,FALSE,
Tom Gugliotta,Tom Gugliotta,499,ATL,,FALSE,,FALSE,
Tom Henderson,Tom Henderson,500,ATL,,FALSE,,FALSE,
Tom Hoover,Tom Hoover,501,ATL,,FALSE,,FALSE,
Tom Hovasse,Tom Hovasse,502,ATL,,FALSE,,FALSE,
Tom Ingelsby,Tom Ingelsby,503,ATL,,FALSE,,FALSE,
Tom McMillen,Tom McMillen,504,ATL,,FALSE,,FALSE,
Tom Payne,Tom Payne,505,ATL,,FALSE,,FALSE,
Tom Van Arsdale,Tom Van Arsdale,506,ATL,,FALSE,,FALSE,
Tom Workman,Tom Workman,507,ATL,,FALSE,,FALSE,
Tommy Byrnes,Tommy Byrnes,508,ATL,,FALSE,,FALSE,
Tommy Kron,Tommy Kron,509,ATL,,FALSE,,FALSE,
Toni Kukoc,Toni Kukoc,510,ATL,,FALSE,,FALSE,
Tony Delk,Tony Delk,511,ATL,,FALSE,,FALSE,
Tony Robertson,Tony Robertson,512,ATL,,FALSE,,FALSE,
Tony Smith,Tony Smith,513,ATL,,FALSE,,FALSE,
Tracy McGrady,Tracy McGrady,514,ATL,,FALSE,,FALSE,
Trae Young,Trae Young,515,ATL,,FALSE,,FALSE,
Travis Hansen,Travis Hansen,516,ATL,,FALSE,,FALSE,
Travis Mays,Travis Mays,517,ATL,,FALSE,,FALSE,
Tree Rollins,Tree Rollins,518,ATL,,FALSE,,FALSE,
Trevor Wilson,Trevor Wilson,519,ATL,,FALSE,,FALSE,
Truck Robinson,Truck Robinson,520,ATL,,FALSE,,FALSE,
Tyler Cavanaugh,Tyler Cavanaugh,521,ATL,,FALSE,,FALSE,
Tyler Dorsey,Tyler Dorsey,522,ATL,,FALSE,,FALSE,
Tyler Zeller,Tyler Zeller,523,ATL,,FALSE,,FALSE,
Tyrone Corbin,Tyrone Corbin,524,ATL,,FALSE,,FALSE,
Tyronn Lue,Tyronn Lue,525,ATL,,FALSE,,FALSE,
Vern Hatton,Vern Hatton,526,ATL,,FALSE,,FALSE,
Vince Carter,Vince Carter,527,ATL,,FALSE,,FALSE,
Vladimir Radmanovic,Vladimir Radmanovic,528,ATL,,FALSE,,FALSE,
Walker Russell Sr.,Walker Russell Sr.,529,ATL,,FALSE,,FALSE,
Walt Bellamy,Walt Bellamy,530,ATL,,FALSE,,FALSE,
Walt Davis,Walt Davis,531,ATL,,FALSE,,FALSE,
Walt Hazzard,Walt Hazzard,532,ATL,,FALSE,,FALSE,
Walt Kirk,Walt Kirk,533,ATL,,FALSE,,FALSE,
Warren Perkins,Warren Perkins,534,ATL,,FALSE,,FALSE,
Wes Matthews,Wes Matthews,535,ATL,,FALSE,,FALSE,
Wesley Person,Wesley Person,536,ATL,,FALSE,,FALSE,
Whitey Von Nieda,Whitey Von Nieda,537,ATL,,FALSE,,FALSE,
Wilbur Holland,Wilbur Holland,538,ATL,,FALSE,,FALSE,
Willie Burton,Willie Burton,539,ATL,,FALSE,,FALSE,
Willie Green,Willie Green,540,ATL,,FALSE,,FALSE,
Willie Naulls,Willie Naulls,541,ATL,,FALSE,,FALSE,
Win Wilfong,Win Wilfong,542,ATL,,FALSE,,FALSE,
Woody Sauldsberry,Woody Sauldsberry,543,ATL,,FALSE,,FALSE,
Worthy Patterson,Worthy Patterson,544,ATL,,FALSE,,FALSE,
Zaza Pachulia,Zaza Pachulia,545,ATL,,FALSE,,FALSE,
Zeljko Rebraca,Zeljko Rebraca,546,ATL,,FALSE,,FALSE,
Zelmo Beaty,Zelmo Beaty,547,ATL,,FALSE,,FALSE,
